1,213,125,774,125,774,222,213,222,LBB Specialties
2,2082,102,2424,102,2424,176,2082,176,INVOICE
3,1969,221,2320,221,2320,265,1969,265,INVOICE 3006025
4,592,228,776,228,776,314,592,314,Dien
5,1928,275,2364,275,2364,320,1928,320,Invoice Date 10/17/2023
6,118,339,461,339,461,381,118,381,9749 Clifford Drive
7,2061,326,2164,326,2164,381,2061,381,Page
8,2170,327,2269,327,2269,369,2170,369,1 of 1
9,116,387,426,387,426,437,116,437,Dallas; TX 75220
10,1806,383,2320,383,2320,425,1806,425,ORDER NUMBER 1002045
11,118,440,516,440,516,485,118,485,Phone: (214) 634-3436
12,209,521,486,521,486,571,209,571,Bill To: 15451
13,1253,519,1435,519,1435,583,1253,583,Ship To:
14,378,574,1183,574,1183,619,378,619,AMCOL HEALTHAND BEAUTY SOLUTIO]
15,1436,572,2228,572,2228,622,1436,622,AMCOL HEALTH & BEAUTY SOLUTIONS
16,380,627,785,627,785,676,380,676,Attn: Accounts Payable
17,1435,626,1701,626,1701,668,1435,668,301 Laser Lane
18,383,687,398,687,398,715,383,715,[
19,405,678,709,678,709,728,405,728,Highland Avenue
20,1431,674,1788,674,1788,728,1431,728,Lafayette, LA 70507
21,380,728,810,728,810,777,380,777,Attn: Ap Shared Services
22,1435,726,1495,726,1495,768,1435,768,US
23,374,775,749,775,749,826,374,826,Bethlehem; PA 18017
24,1434,774,2063,774,2063,823,1434,823,E-mail: scott whitehead@amcol.com
25,378,829,438,829,438,871,378,871,US
26,1432,823,2035,823,2035,875,1432,875,scott:whitehead@@mineralstech.com
27,374,877,1089,877,1089,926,374,926,E-mail: us.ap.invoices@mineralstech com
28,303,945,521,945,521,987,303,987,PO Number
29,875,944,1086,944,1086,994,875,994,Ordered By
30,1300,936,1554,936,1554,996,1300,996,Delivery Date
31,1694,941,1968,941,1968,993,1694,993,Payment Terms
32,2157,938,2342,938,2342,990,2157,990,Ship Date
33,316,1005,505,1005,505,1047,316,1047,307869-30
34,870,1001,1104,1001,1104,1057,870,1057,Jeremy Wolf
35,1319,1005,1516,1005,1516,1047,1319,1047,10/18/2023
36,1775,1005,1900,1005,1900,1047,1775,1047,Net 60
37,2154,1005,2351,1005,2351,1047,2154,1047,10/17/2023
38,284,1078,540,1078,540,1130,284,1130,Freight Terms
39,841,1074,1118,1074,1118,1137,841,1137,Shipping Point
40,1340,1079,1498,1079,1498,1124,1340,1124,Ship Via
41,1765,1077,1903,1077,1903,1119,1765,1119,Carrier
42,2154,1067,2353,1067,2353,1127,2154,1127,Tracking #
43,311,1144,508,1144,508,1186,311,1186,COLLECT
44,919,1141,1036,1141,1036,1183,919,1183,LBBS
45,1641,1136,1743,1136,1743,1181,1641,1181,SAIA
46,2129,1139,2387,1139,2387,1183,2129,1183,107413240106
47,81,1223,656,1223,656,1285,81,1285,Delivery Instructions: Receiving:
48,681,1243,734,1243,734,1273,681,1273,am
49,757,1237,843,1237,843,1281,757,1281,4 pm
50,481,1286,549,1286,549,1325,481,1325,SW
51,568,1281,1009,1281,1009,1329,568,1329,1004246, 1002019, 1002045
52,98,1365,355,1365,355,1426,98,1426,No of Packages
53,446,1365,667,1365,667,1425,446,1425,Package Size
54,770,1373,900,1373,900,1410,770,1410,Item ID
55,1077,1373,1348,1373,1348,1418,1077,1418,Item Description
56,1736,1366,1960,1366,1960,1423,1736,1423,Pricing Units
57,1979,1373,2153,1373,2153,1413,1979,1413,PricelUnit
58,2227,1373,2359,1373,2359,1410,2227,1410,Amount
59,200,1443,250,1443,250,1482,200,1482,20
60,453,1443,652,1443,652,1482,453,1482,25 KG PAIL
61,767,1443,866,1443,866,1482,767,1482,18393
62,1077,1443,1299,1443,1299,1488,1077,1488,PCL-LIQUID
63,1844,1442,1958,1442,1958,1491,1844,1491,S00Kg
64,2067,1443,2163,1443,2163,1482,2067,1482,42.00
65,2216,1443,2380,1443,2380,1488,2216,1488,21,000.00
66,739,1494,1268,1494,1268,1536,739,1536,Customer Part No: 2076-18393
67,841,1548,1228,1548,1228,1597,841,1597,Lot Number: 10300199
68,1661,1553,1744,1553,1744,1602,1661,1602,Qty:
69,1922,1556,2062,1556,2062,1596,1922,1596,16 PAIL
70,841,1607,1228,1607,1228,1656,841,1656,Lot Number: 10300202
71,1661,1612,1744,1612,1744,1661,1661,1661,Qty:
72,1945,1623,1962,1623,1962,1645,1945,1645,4
73,1971,1618,2062,1618,2062,1655,1971,1655,PAIL
74,1808,1731,2105,1731,2105,1782,1808,1782,SUB-TOTAL:
75,2201,1737,2377,1737,2377,1781,2201,1781,21,000.00
76,1980,1792,2106,1792,2106,1845,1980,1845,TAX:
77,2296,1801,2380,1801,2380,1843,2296,1843,0.00
78,1746,1862,2107,1862,2107,1914,1746,1914,AMOUNT DUE:
79,2184,1867,2378,1867,2378,1919,2184,1919,21,000.00
80,2180,1930,2380,1930,2380,1970,2180,1970,U.S: Dollars
81,631,2611,742,2611,742,2653,631,2653,These
82,849,2607,1855,2607,1855,2659,849,2659,sold are subject to the Terms and Conditions to be found at:
83,752,2656,1727,2656,1727,2716,752,2716,https://www.lbbspecialties com/terms-conditions-of-salel
