1,1269,164,1655,164,1655,228,1269,228,INVOICE COPY
2,2220,176,2373,176,2373,218,2220,218,Page 1 /1
3,310,203,871,203,871,349,310,349,normet
4,1276,290,1455,290,1455,326,1276,326,Invoice No.
5,1663,292,1817,292,1817,331,1663,331,28013408
6,1276,325,1469,325,1469,362,1276,362,Invoice date
7,1666,328,1833,328,1833,370,1666,370,14/09/2023
8,405,345,490,345,490,381,405,381,FoR
9,506,345,649,345,649,381,506,381,ToUGh
10,665,347,778,347,778,383,665,383,Job 5
11,1276,361,1493,361,1493,397,1276,397,Customer No.
12,1666,364,1781,364,1781,403,1666,403,101856
13,306,525,649,525,649,567,306,567,INVOICING ADDRESS
14,1268,536,1408,536,1408,575,1268,575,Due date
15,1660,539,1833,539,1833,581,1660,581,31/10/2023
16,306,561,564,561,564,604,306,604,Cetco Europe Ltd
17,1264,571,1548,571,1548,616,1264,616,Terms of payment
18,1660,576,1978,576,1978,619,1660,619,30 days end of month
19,305,595,709,595,709,643,305,643,Birkenhead Road, Wallasey
20,1264,607,1573,607,1573,651,1264,651,Customer order No.
21,1660,613,1757,613,1757,649,1660,649,11584
22,306,632,474,632,474,673,306,673,Birkenhead
23,1263,641,1492,641,1492,689,1263,689,Customer Ref:
24,303,668,468,668,468,710,303,710,CH44 7BU
25,1264,678,1554,678,1554,723,1264,723,Customer VAT No.
26,1660,684,1877,684,1877,726,1660,726,GB673462029
27,306,706,477,706,477,745,306,745,Merseyside
28,303,739,540,739,540,784,303,784,United Kingdom
29,303,821,636,821,636,863,303,863,DELIVERY ADDRESS
30,1263,832,1444,832,1444,871,1263,871,Sales order
31,1655,838,1817,838,1817,874,1655,874,28-011837
32,301,857,559,857,559,900,301,900,Cetco Europe Ltd
33,1261,866,1462,866,1462,914,1261,914,Supplier Ref:
34,299,891,707,891,707,942,299,942,Birkenhead Road, Wallasey
35,1259,899,1534,899,1534,950,1259,950,Terms of delivery
36,1654,907,1992,907,1992,955,1654,955,DDP (Incoterms 2010)
37,300,928,472,928,472,968,300,968,Birkenhead
38,1259,939,1442,939,1442,980,1259,980,Destination
39,1655,945,1825,945,1825,981,1655,981,Birkenhead
40,301,964,463,964,463,1003,301,1003,CH44 7BU
41,1262,973,1521,973,1521,1022,1262,1022,Mode of delivery
42,1655,980,2003,980,2003,1019,1655,1019,INTRANSIT NEXT DAY
43,301,1002,471,1002,471,1041,301,1041,Merseyside
